name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
South Africa,2020-08-01,24.3,4.1,13.6,24.3,3.5,13.4,-4,36.7,0,0,0,,0,0,24.1,9.3,186.2,1031.2,0,13.7,162.7,13.8,7,,2020-08-01T06:45:30,2020-08-01T17:41:55,0.42,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-02,25,4.8,14.5,25,3.9,14.4,-2.1,35.9,0,0,0,,0,0,24.1,12.7,59.4,1031.1,0,14.1,162.8,14.1,6,,2020-08-02T06:44:53,2020-08-02T17:42:24,0.46,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-03,23.4,4.1,13.3,23.4,4.1,13.2,-0.3,44.1,0,0,0,,0,0,14.7,8.6,33.2,1030.6,0,12.1,170.2,14.6,7,,2020-08-03T06:44:14,2020-08-03T17:42:52,0.5,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-04,23.8,2.8,12.7,23.8,2.8,12.5,-2.8,39.8,0,0,0,,0,0,18.4,10.8,271.7,1025.8,0.8,13.1,170.6,14.7,7,,2020-08-04T06:43:35,2020-08-04T17:43:21,0.52,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2020-08-05,24.3,4,14,24.3,4,13.9,-2.2,37.5,0,0,0,,0,0,20.7,20.5,7.8,1024,3.8,13.9,168.7,14.5,7,,2020-08-05T06:42:55,2020-08-05T17:43:49,0.56,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,F0671,68263599999,68269099999,68267299999,FAOR,FAWK"
South Africa,2020-08-06,23.1,6.5,13.8,23.1,5.3,13.6,2.2,49,0,0,0,,0,0,46.4,22.9,315.4,1023.9,14.1,12.5,167.5,14.5,7,,2020-08-06T06:42:14,2020-08-06T17:44:17,0.59,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,FAGM,FAJB,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-07,18,6.1,10.8,18,3.7,9.8,3.3,61.4,0.6,100,12.5,rain,0,0,51.8,29.7,113.3,1030.2,51.7,12,97.8,8.4,7,,2020-08-07T06:41:31,2020-08-07T17:44:45,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"FALA,68264399999,68264099999,FAGM,E0397,68263099999,FAWB,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-08,19.3,5,10.8,19.3,2.5,10,4.2,66.4,0,0,0,,0,0,31.7,20.7,11.2,1030.4,20.7,12.3,166.7,14.4,7,,2020-08-08T06:40:48,2020-08-08T17:45:13,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"FALA,68264399999,68264099999,E0397,68263099999,FAWB,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-09,23.6,3.3,13.2,23.6,3.3,13.1,3.5,56.4,0,0,0,,0,0,42.5,25.4,291.2,1024,0,11.3,170.9,14.7,7,,2020-08-09T06:40:03,2020-08-09T17:45:40,0.69,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,68264099999,FAGM,E0397,68263099999,FAWB,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-10,23.7,3.5,13.6,23.7,2.1,13,-7.1,28.3,0,0,0,,0,0,33.3,23,191.8,1023.8,0,12.5,183.7,15.9,7,,2020-08-10T06:39:18,2020-08-10T17:46:08,0.72,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,68264099999,FAGM,E0397,68263099999,FAWB,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-11,23.8,3.2,13.6,23.8,3.2,13.4,-2,35.6,0,0,0,,0,0,38.9,25.5,323.4,1024.8,3.9,12.2,178.2,15.3,7,,2020-08-11T06:38:31,2020-08-11T17:46:35,0.75,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,68264099999,E0397,68263099999,FAWB,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-12,25.6,5.3,14.8,25.6,4.4,14.7,0.5,41.2,0,0,0,,0,0,27.9,20.9,291.8,1024.2,1.3,12,166.9,14.4,7,,2020-08-12T06:37:44,2020-08-12T17:47:02,0.78,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,68264099999,FAGM,E0397,68263099999,FAWB,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-13,23.2,6.3,14.4,23.2,3.8,14,-8.1,24.9,0,0,0,,0,0,33.5,22.5,188.8,1025.4,0,12.5,186.8,16.1,7,,2020-08-13T06:36:56,2020-08-13T17:47:29,0.82,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,68264099999,E0397,68263099999,FAWB,68269099999,68263599999,FAOR,FAWK"
South Africa,2020-08-14,23.3,3,12.7,23.3,1.8,12.2,-2.5,36.2,0,0,0,,0,0,25.7,19.1,356.2,1025.3,0,12,186.9,16.2,7,,2020-08-14T06:36:07,2020-08-14T17:47:56,0.85,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,68264099999,FAGM,E0397,68263099999,FAWB,F0671,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-15,25.1,5.3,15,25.1,5.3,15,2,45.7,0,0,0,,0,0,51.8,30,329.4,1019.5,4.1,12.3,174.4,15.1,7,,2020-08-15T06:35:16,2020-08-15T17:48:23,0.88,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,68264099999,FAGM,E0397,68263099999,FAWB,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-16,22.7,6.2,14.4,22.7,5.2,14,-4.5,31.9,0,0,0,,0,0,44.6,24.6,222.5,1020.4,0.1,12,184,15.9,7,,2020-08-16T06:34:26,2020-08-16T17:48:49,0.91,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,68264099999,FAGM,E0397,68263099999,FAWB,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-17,22,2.9,12.3,22,1.2,11.5,2.1,50.9,0,0,0,,0,0,42.5,31.5,18.9,1021,7.4,12,172.2,14.9,7,,2020-08-17T06:33:34,2020-08-17T17:49:15,0.95,Clear,Clear conditions throughout the day.,clear-day,"68264399999,68264099999,FAGM,E0397,68263099999,FAWB,68263599999,68269099999,68267499999,FAWK,FALA,FASI,FAJB,68346399999,FAOR"
South Africa,2020-08-18,16.7,3.9,11.2,16.7,0,10.2,1,54.7,0.1,100,4.17,rain,0,0,40.7,31.5,220.8,1019.7,52.2,11.7,139.4,12,6,,2020-08-18T06:32:41,2020-08-18T17:49:41,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"FALA,FAGM,FASI,FAJB,E0397,68263099999,68263599999,68267299999,68346399999,68267499999,FAOR"
South Africa,2020-08-19,18.5,1.7,8.4,18.5,-3,6.1,-12,25,0,0,0,,0,0,40.7,24.4,160.8,1023.2,3.4,11.9,191.1,16.6,7,,2020-08-19T06:31:48,2020-08-19T17:50:07,0,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,FASI,FAJB,E0397,68263099999,FAWB,68263599999,68267499999,68267299999,FAOR"
South Africa,2020-08-20,18.6,2,10.3,18.6,-0.3,9.7,-3.5,38.6,0,0,0,,0,0,22.3,13,338.3,1024.7,0,11.5,188,16.4,7,,2020-08-20T06:30:54,2020-08-20T17:50:33,0.05,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,FAGM,FAJB,E0397,68263099999,FAWB,68263599999,68267299999,68346399999,FAOR"
South Africa,2020-08-21,21.6,3.1,12.5,21.6,3.1,12.1,0.7,49,0,0,0,,0,0,22.3,20.5,66.3,1027,1.3,11.7,178,15.5,7,,2020-08-21T06:29:59,2020-08-21T17:50:58,0.08,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,FAGM,FAJB,E0397,68263099999,FAWB,68263599999,68267299999,68346399999,FAOR"
South Africa,2020-08-22,20.8,7.1,13.1,20.8,5.6,12.6,3.7,55.8,0,0,0,,0,0,18.4,16.6,32.9,1029.8,43.4,11.2,147.8,12.7,8,,2020-08-22T06:29:03,2020-08-22T17:51:23,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68264399999,FAGM,FAJB,E0397,68263099999,FAWB,68263599999,68267299999,68346399999,FAOR"
South Africa,2020-08-23,22.5,6,14.4,22.5,4.8,14.2,2.7,47.6,0,0,0,,0,0,18.4,17.2,271,1025.4,0,11.9,182.6,15.7,7,,2020-08-23T06:28:07,2020-08-23T17:51:49,0.15,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,FAJB,E0397,68263099999,FAWB,68263599999,68267299999,FAOR"
South Africa,2020-08-24,25.6,8.8,16.7,25.6,7.6,16.6,1.4,38.5,0,0,0,,0,0,33.5,16.2,283.9,1021.3,0,11.1,185.4,16,7,,2020-08-24T06:27:10,2020-08-24T17:52:14,0.19,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FAGM,68264099999,E0397,FAIR,68263099999,FAWB,68263599999,68267299999,FAWK,FALA,FAJB,68346399999,FAOR"
South Africa,2020-08-25,28.1,7.1,17.8,26.7,7.1,17.6,0.3,35.1,0,0,0,,0,0,35.1,18.5,310.5,1020.4,0,13.5,189.7,16.5,7,,2020-08-25T06:26:12,2020-08-25T17:52:38,0.25,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-26,28.1,8.9,19.3,26.7,8.9,19,0.3,31.2,0,0,0,,0,0,42.5,22.7,8.2,1020.6,7.1,12.8,184.2,16,7,,2020-08-26T06:25:14,2020-08-26T17:53:03,0.26,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,FAGM,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-08-27,22.3,12.4,17.1,22.3,12.4,17.1,7.4,54.2,0,0,0,,0,0,46.1,25.6,38.1,1021.3,18.6,12.9,184.5,16,7,,2020-08-27T06:24:15,2020-08-27T17:53:27,0.29,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68269099999,68263599999,FAOR,FAWK"
South Africa,2020-08-28,23.8,10.4,17.3,23.8,10.4,17.3,8.4,58.8,0,0,0,,0,0,38.9,24.3,349.6,1016.7,21.3,14.2,147.5,12.8,7,,2020-08-28T06:23:15,2020-08-28T17:53:52,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2020-08-29,22.9,14,17.2,22.9,14,17.2,3.2,43.9,1.1,100,25,rain,0,0,26,17.2,209.9,1014.6,44.2,13.8,105,9,7,,2020-08-29T06:22:15,2020-08-29T17:54:16,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,68346399999,68267499999,FAWK"
South Africa,2020-08-30,20.2,9.4,14.5,20.2,7.2,14.4,-6.3,24.6,0,0,0,,0,0,35.3,18.6,210.2,1020.7,24.3,13.9,193.6,16.7,9,,2020-08-30T06:21:14,2020-08-30T17:54:40,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,68264099999,68363099999,E0397,FAWB,68263099999,68263599999,68269099999,68267299999,68267499999,FAWK,FALA,68346399999"
South Africa,2020-08-31,19,4.8,12.1,19,2.3,11.6,4.2,60.7,0,0,0,,0,0,22.3,18.7,36.3,1024.6,38.8,12.3,164.6,14.4,7,,2020-08-31T06:20:13,2020-08-31T17:55:04,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,68267499999,FAWK,FALA,FASI,F0671,FAOR"
South Africa,2020-09-01,17.1,7.1,12,17.1,4,11.3,8.3,78.8,3.963,100,4.17,rain,0,0,48.2,30.1,43.1,1028,81.4,12.6,50.4,4.4,4,,2020-09-01T06:19:12,2020-09-01T17:55:28,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,remote,FAWK,FALA,FASI,F0671,FAOR"
South Africa,2020-09-02,14.2,10.2,11.9,14.2,10.2,11.9,8,77.3,0.196,100,4.17,rain,0,0,40.7,19,53.2,1028.1,80.6,14,19.5,1.8,1,,2020-09-02T06:18:09,2020-09-02T17:55:51,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-09-03,25.6,10.7,16,25.6,10.7,16,9.2,66.9,0.004,100,4.17,rain,0,0,18.4,15.2,21.7,1027.3,33.8,13.2,199.2,17.4,8,,2020-09-03T06:17:07,2020-09-03T17:56:15,0.54,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-09-04,28,8.5,18.4,27.1,8.5,18.3,8.6,57.4,0,0,0,,0,0,29.5,9.6,67.7,1027.9,1.6,13,191.3,16.5,8,,2020-09-04T06:16:04,2020-09-04T17:56:38,0.57,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-09-05,25.7,11.4,17.9,25.7,11.4,17.9,8.3,56.2,0,0,0,,0,0,22.3,15.5,43.4,1026.2,9.7,13.3,222.7,19.3,9,,2020-09-05T06:15:01,2020-09-05T17:57:02,0.6,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2020-09-06,24.8,10.9,17.2,24.8,10.9,17.2,6.4,51.5,0,0,0,,0,0,37.1,14.8,47.8,1023.8,16.7,13.2,212,18.2,8,,2020-09-06T06:13:57,2020-09-06T17:57:25,0.64,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-09-07,24.8,8.8,16.6,24.8,7.2,16.5,4.6,48,0,0,0,,0,0,16.6,10.8,30.3,1025.1,15.4,14,213.3,18.3,8,,2020-09-07T06:12:53,2020-09-07T17:57:48,0.67,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,68263099999,FAWB,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-09-08,28.4,7.5,18.7,26.9,7.5,18.5,3.1,40.6,0,0,0,,0,0,27.5,13.4,112.6,1027.5,0.4,13.4,217.7,19,8,,2020-09-08T06:11:48,2020-09-08T17:58:12,0.7,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2020-09-09,28,9.5,18.8,26.7,9.5,18.7,4.8,44,0,0,0,,0,0,31.7,13.5,133.2,1027.7,7.8,13.8,217,19,8,,2020-09-09T06:10:44,2020-09-09T17:58:35,0.74,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,FAWK"
South Africa,2020-09-10,29.8,9.9,19.9,28,9.9,19.5,0.8,35.5,0,0,0,,0,0,42.5,22.9,117.9,1025.5,0,14.3,225.9,19.5,8,,2020-09-10T06:09:39,2020-09-10T17:58:58,0.75,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2020-09-11,28.5,8.5,17.8,27,8.5,17.7,2.5,40.3,0,0,0,,0,0,32.9,21.3,57,1026.7,0,13.2,222.7,19.3,8,,2020-09-11T06:08:34,2020-09-11T17:59:21,0.8,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,FAJB,E0397,FAWB,68263099999,68263599999,68269099999,68267299999,FAOR,FAWK"
South Africa,2020-09-12,27.9,10.7,18.5,26.6,10.7,18.4,3.3,40.2,0,0,0,,0,0,48.2,22.9,47.5,1028,0,14.5,228.7,19.9,8,,2020-09-12T06:07:28,2020-09-12T17:59:44,0.83,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-09-13,26.6,10.8,17.9,26.6,10.8,17.9,4.4,44.4,0,0,0,,0,0,41.9,22.5,13.3,1025.1,1.2,14.1,222.2,19.3,8,,2020-09-13T06:06:23,2020-09-13T18:00:08,0.87,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2020-09-14,29.5,10.4,19.8,27.8,10.4,19.6,3,36.3,0,0,0,,0,0,38.9,13.3,6.7,1020.7,6.1,14.2,216.6,18.7,8,,2020-09-14T06:05:17,2020-09-14T18:00:31,0.9,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2020-09-15,31,11.8,21.9,28.9,11.8,21.5,1.2,27.5,0,0,0,,0,0,46.4,22.2,353.8,1018.7,32.7,14,208.4,17.9,8,,2020-09-15T06:04:11,2020-09-15T18:00:54,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2020-09-16,28.6,16.6,21.2,27.4,16.6,21,8.4,46,0,0,0,,0,0,35.3,20.8,21,1018.7,39.5,12.7,176.9,15.2,7,,2020-09-16T06:03:05,2020-09-16T18:01:17,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,68264099999,FAGM,E0397,FAWB,68263099999,68263599999,68269099999,68267499999,FAWK,FALA,FASI,68346399999,FAOR"
South Africa,2020-09-17,29.4,11.4,20.4,28,11.4,20.2,3.9,34.8,0,0,0,,0,0,31.7,21.4,0.7,1022.4,12.8,11.5,204.6,17.6,8,,2020-09-17T06:01:59,2020-09-17T18:01:41,0,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FAGM,68363099999,E0397,68263099999,FAWB,68263599999,68267499999,FALA,FASI,FAJB,68346399999,FAOR"
South Africa,2020-09-18,29.4,14,21.1,28.2,14,20.9,7.9,46.4,0,0,0,,0,0,35.3,25.9,321.9,1024.2,7.7,11.5,219.2,19.1,8,,2020-09-18T06:00:53,2020-09-18T18:02:04,0.03,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FAGM,68363099999,E0397,68263099999,FAWB,68263599999,68267499999,68267299999,FALA,FASI,FAJB,68346399999,FAOR"
South Africa,2020-09-19,28.3,13.5,20.4,27,13.5,20.3,6.9,42.9,0.4,100,4.17,rain,0,0,51,21.7,309.9,1023.5,13.2,11.6,181.6,15.8,8,,2020-09-19T05:59:46,2020-09-19T18:02:28,0.07,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"FALA,68264399999,FASI,FAJB,E0397,68263099999,FAWB,68263599999,68267499999,68267299999,FAOR"
South Africa,2020-09-20,32.3,13.4,22.1,30.2,13.4,21.7,6.4,39.9,0,0,0,,0,0,63,22.4,344,1020.6,24.8,13,195.6,16.7,8,,2020-09-20T05:58:40,2020-09-20T18:02:51,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,68264099999,E0397,68263099999,FAWB,68263599999,68269099999,68267299999,68267499999,FAWK,FALA,FASI,FAJB,FAOR"
South Africa,2020-09-21,32.3,14.9,23.1,30.1,14.9,22.6,6.7,38.9,0.393,100,4.17,rain,0,0,44.8,28,75.3,1020,29.3,14.4,210,18,8,,2020-09-21T05:57:34,2020-09-21T18:03:15,0.14,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2020-09-22,21.5,11.2,15.5,21.5,11.2,15.5,7.9,62.4,0.196,100,4.17,rain,0,0,40.7,21.7,71.5,1029.2,45,14.2,117.1,10.2,5,,2020-09-22T05:56:28,2020-09-22T18:03:39,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-09-23,23.8,8.6,15.8,23.8,8,15.7,7.2,60.2,0,0,0,,0,0,13,11,37.9,1027.7,7.9,14.4,199.4,17.3,8,,2020-09-23T05:55:22,2020-09-23T18:04:03,0.21,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2020-09-24,29.1,9.6,19,27.7,9.6,18.9,6,47.4,0,0,0,,0,0,27.7,10.1,20.8,1023.2,0,13.9,236,20.3,9,,2020-09-24T05:54:16,2020-09-24T18:04:27,0.25,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2020-09-25,31.4,13.8,22.3,29.5,13.8,21.8,6.8,39,0,0,0,,0,0,37.6,19.2,350.9,1018.1,14.2,14.1,200.6,17.5,8,,2020-09-25T05:53:10,2020-09-25T18:04:51,0.28,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,FAJB,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-09-26,27.7,15,20.8,26.4,15,20.7,-2.1,26.8,0,0,0,,0,0,40.6,20.7,212.4,1014.2,12,13.6,233.4,20.1,9,,2020-09-26T05:52:04,2020-09-26T18:05:16,0.31,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,FAJB,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-09-27,28.6,9.6,18.3,27.1,8.4,18.1,-9.3,16.3,0,0,0,,0,0,42.5,39.1,254.5,1015.1,18.8,13,258.9,22.2,9,,2020-09-27T05:50:59,2020-09-27T18:05:41,0.35,Clear,Clear conditions throughout the day.,clear-day,"68264399999,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,68267299999,68267499999,FAWK,FALA,FASI,FAJB,FAOR"
South Africa,2020-09-28,28.6,7,17.6,27.1,6.8,17.3,-8.1,19,0,0,0,,0,0,34.9,18.1,283.3,1019.6,0,11.7,262.4,22.7,9,,2020-09-28T05:49:53,2020-09-28T18:06:06,0.38,Clear,Clear conditions throughout the day.,clear-day,"68264399999,68264099999,E0397,68263099999,FAWB,68263599999,68269099999,68267299999,68267499999,FAWK,FALA,FASI,FAJB,FAOR"
South Africa,2020-09-29,27,5.8,17,26.6,5.7,16.8,-3.6,28,0,0,0,,0,0,31.7,18.9,201.4,1022,17.2,11.9,256.9,22,9,,2020-09-29T05:48:48,2020-09-29T18:06:31,0.41,Clear,Clear conditions throughout the day.,clear-day,"68264399999,68264099999,E0397,FAIR,68263099999,FAWB,68263599999,68269099999,68267299999,68267499999,FAWK,FALA,FASI,FAJB,F0671,FAOR"
South Africa,2020-09-30,24.5,13.2,18.4,24.5,13.2,18.4,9.5,59.3,0.1,100,4.17,rain,0,0,50,32.1,19.2,1020.9,54.3,12.6,187,16.2,10,,2020-09-30T05:47:43,2020-09-30T18:06:56,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,68267299999,68267499999,FAWK,FALA,FASI,FAJB,F0671,FAOR"
South Africa,2020-10-01,27.6,14,19.2,27.9,14,19.2,13.7,72.9,5.077,100,8.33,rain,0,0,36.3,22.8,20.5,1017,73.4,12.9,126.6,11.1,8,,2020-10-01T05:46:39,2020-10-01T18:07:22,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68264399999,68264099999,68363099999,E0397,68263099999,FAWB,68263599999,68269099999,68267299999,68267499999,FAWK,FALA,FASI,FAJB,FAOR"
South Africa,2020-10-02,19.4,15.1,17.3,19.4,15.1,17.3,13.5,79,0.004,100,4.17,rain,0,0,48.2,28.6,62.5,1019.3,73.3,13.9,20.3,1.7,1,,2020-10-02T05:45:35,2020-10-02T18:07:48,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAWK"
South Africa,2020-10-03,22.8,13.8,16.9,22.8,13.8,16.9,13.6,81.9,1.3,100,37.5,rain,0,0,20.6,16.3,27,1021,67.1,12.6,140.1,12.1,6,,2020-10-03T05:44:31,2020-10-03T18:08:14,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2020-10-04,30.3,12.2,20.8,28.9,12.2,20.6,12.3,64.3,0.196,100,4.17,rain,0,0,25.9,10.5,348.7,1021.4,43.8,11.3,208,17.9,9,,2020-10-04T05:43:27,2020-10-04T18:08:41,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2020-10-05,28.4,15.7,19.7,28,15.7,19.6,14.3,73.6,13.092,100,4.17,rain,0,0,63,28.1,55.8,1022.5,60.7,13,116.5,9.9,8,,2020-10-05T05:42:24,2020-10-05T18:09:08,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,FALA,68264099999,FASI,E0397,FAWB,68263099999,68263599999,68269099999,68267499999,FAOR,FAWK"
South Africa,2020-10-06,18.9,13.9,16.2,18.9,13.9,16.2,13.8,86,0.2,100,4.17,rain,0,0,13,16.6,46.8,1022.4,70.1,11.1,62.8,5.4,2,,2020-10-06T05:41:21,2020-10-06T18:09:35,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,68267499999,68267299999,FAWK,FALA,FASI,FAJB,FAOR"
South Africa,2020-10-07,22.1,13.1,16.7,22.1,13.1,16.7,12.5,77.3,0.2,100,4.17,rain,0,0,42.5,21.3,46.8,1022.7,69.8,12.2,108,9.4,4,,2020-10-07T05:40:19,2020-10-07T18:10:02,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"FALA,68264399999,68264099999,FAJB,E0397,68263099999,FAWB,68263599999,68269099999,68267299999,FAOR,FAWK"
South Africa,2020-10-08,25.3,10.6,17.5,25.3,10.6,17.5,10.9,68,0,0,0,,0,0,33.5,16.6,38,1021,44.7,13.8,254.5,22.1,9,,2020-10-08T05:39:17,2020-10-08T18:10:30,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,FAJB,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
